sentiment,tweet_year,tweet_month,tweet_day,tweet_weekday,tweet_hour,tweet_quarter,text_length,word_count
positive,2017,10,16,0,3,4,120,24
positive,2017,10,16,0,3,4,169,34
neutral,2017,10,16,0,5,4,103,20
negative,2017,10,16,0,4,4,142,28
negative,2017,10,16,0,5,4,139,27
neutral,2017,10,16,0,4,4,114,14
positive,2017,10,16,0,5,4,135,19
negative,2017,10,16,0,4,4,131,21
neutral,2017,10,16,0,4,4,97,16
positive,2017,10,16,0,4,4,137,20
neutral,2017,10,16,0,4,4,132,18
neutral,2017,10,16,0,6,4,95,14
neutral,2017,10,16,0,5,4,108,20
negative,2017,10,14,5,15,4,120,23
positive,2017,10,16,0,5,4,117,22
neutral,2017,10,16,0,6,4,44,6
negative,2017,10,16,0,5,4,141,23
neutral,2017,10,16,0,7,4,158,21
negative,2017,10,16,0,6,4,100,19
neutral,2017,10,16,0,6,4,137,23
positive,2017,10,16,0,6,4,130,23
neutral,2017,10,16,0,6,4,71,13
neutral,2017,10,16,0,6,4,59,6
negative,2017,10,16,0,8,4,138,22
negative,2017,10,16,0,8,4,139,24
negative,2017,10,16,0,10,4,132,23
negative,2017,10,16,0,11,4,111,22
negative,2017,10,16,0,10,4,75,14
negative,2017,10,16,0,10,4,158,23
neutral,2017,10,16,0,8,4,135,20
positive,2017,10,16,0,9,4,139,27
negative,2017,10,16,0,12,4,135,22
neutral,2017,10,16,0,11,4,118,24
positive,2017,10,16,0,11,4,164,24
positive,2017,10,16,0,12,4,112,15
neutral,2017,10,16,0,12,4,136,24
negative,2017,10,16,0,12,4,135,24
negative,2017,10,16,0,12,4,122,24
positive,2017,10,16,0,12,4,97,19
positive,2017,10,16,0,11,4,105,17
neutral,2017,10,16,0,11,4,108,20
positive,2017,10,16,0,12,4,139,20
negative,2017,10,16,0,12,4,82,15
neutral,2017,10,18,2,3,4,61,6
negative,2017,10,16,0,12,4,56,9
negative,2017,10,18,2,2,4,163,27
neutral,2017,10,18,2,3,4,113,20
positive,2017,10,16,0,12,4,132,23
negative,2017,10,18,2,3,4,101,19
positive,2017,10,16,0,13,4,136,18
neutral,2017,10,16,0,13,4,113,19
neutral,2017,10,16,0,13,4,135,26
neutral,2017,10,16,0,14,4,140,23
negative,2017,10,16,0,13,4,131,19
positive,2017,10,16,0,13,4,135,21
negative,2017,10,16,0,13,4,127,25
positive,2017,10,16,0,13,4,125,24
negative,2017,10,16,0,13,4,116,21
neutral,2017,10,16,0,13,4,133,21
neutral,2017,10,16,0,13,4,77,13
negative,2017,10,16,0,13,4,127,20
negative,2017,10,16,0,14,4,86,16
negative,2017,10,16,0,14,4,100,20
positive,2017,10,16,0,14,4,112,18
neutral,2017,10,16,0,14,4,53,9
negative,2017,10,16,0,14,4,134,26
neutral,2017,10,16,0,14,4,107,19
positive,2017,10,16,0,14,4,126,17
negative,2017,10,16,0,14,4,106,16
negative,2017,10,16,0,14,4,133,22
neutral,2017,10,16,0,14,4,212,36
negative,2017,10,16,0,15,4,93,17
negative,2017,10,16,0,15,4,132,20
negative,2017,10,16,0,15,4,138,24
negative,2017,10,16,0,15,4,139,24
positive,2017,10,16,0,15,4,98,17
neutral,2017,10,16,0,15,4,152,21
neutral,2017,10,16,0,15,4,142,25
negative,2017,10,16,0,15,4,173,30
negative,2017,10,16,0,15,4,129,25
positive,2017,10,16,0,15,4,93,12
positive,2017,10,16,0,16,4,128,21
neutral,2017,10,16,0,16,4,86,15
neutral,2017,10,16,0,15,4,124,21
positive,2017,10,16,0,15,4,100,21
neutral,2017,10,16,0,16,4,133,21
negative,2017,10,16,0,16,4,124,24
neutral,2017,10,16,0,16,4,141,23
neutral,2017,10,16,0,16,4,108,17
negative,2017,10,16,0,16,4,76,12
negative,2017,10,16,0,16,4,140,24
neutral,2017,10,16,0,16,4,133,23
positive,2017,10,16,0,17,4,128,24
positive,2017,10,16,0,17,4,163,22
neutral,2017,10,16,0,17,4,138,25
positive,2017,10,16,0,16,4,131,27
neutral,2017,10,16,0,17,4,140,23
positive,2017,10,16,0,17,4,138,26
neutral,2017,10,16,0,17,4,119,23
positive,2017,10,16,0,17,4,90,16
neutral,2017,10,16,0,17,4,145,22
negative,2017,10,16,0,18,4,99,16
negative,2017,10,16,0,18,4,79,14
neutral,2017,10,16,0,18,4,145,21
negative,2017,10,16,0,18,4,134,19
positive,2017,10,16,0,18,4,139,23
positive,2017,10,16,0,18,4,135,25
positive,2017,10,16,0,18,4,73,12
positive,2017,10,16,0,19,4,140,27
positive,2017,10,16,0,19,4,115,20
negative,2017,10,16,0,19,4,108,20
negative,2017,10,16,0,19,4,75,10
positive,2017,10,16,0,19,4,132,20
positive,2017,10,16,0,19,4,136,22
neutral,2017,10,15,6,15,4,102,14
negative,2017,10,15,6,16,4,115,17
positive,2017,10,15,6,16,4,123,19
positive,2017,10,15,6,16,4,71,10
neutral,2017,10,15,6,16,4,138,23
negative,2017,10,15,6,16,4,143,23
negative,2017,10,15,6,16,4,134,22
neutral,2017,10,15,6,16,4,141,21
positive,2017,10,15,6,16,4,72,12
neutral,2017,10,15,6,16,4,73,11
neutral,2017,10,15,6,16,4,140,24
negative,2017,10,15,6,17,4,136,29
negative,2017,10,15,6,17,4,132,26
neutral,2017,10,15,6,17,4,23,3
negative,2017,10,15,6,17,4,80,12
neutral,2017,10,15,6,17,4,74,11
positive,2017,10,15,6,17,4,108,16
negative,2017,10,15,6,17,4,138,27
neutral,2017,10,15,6,17,4,140,24
negative,2017,10,15,6,15,4,117,20
neutral,2017,10,15,6,17,4,100,20
neutral,2017,10,15,6,18,4,152,21
positive,2017,10,15,6,18,4,115,16
negative,2017,10,15,6,18,4,129,24
neutral,2017,10,15,6,18,4,133,23
negative,2017,10,15,6,18,4,139,25
positive,2017,10,15,6,18,4,167,25
neutral,2017,10,15,6,18,4,121,21
negative,2017,10,15,6,19,4,140,25
negative,2017,10,15,6,19,4,67,13
neutral,2017,10,15,6,19,4,121,22
neutral,2017,10,15,6,19,4,140,27
neutral,2017,10,15,6,19,4,164,24
positive,2017,10,15,6,19,4,122,22
neutral,2017,10,15,6,19,4,135,23
negative,2017,10,15,6,20,4,132,26
neutral,2017,10,15,6,20,4,139,18
negative,2017,10,15,6,19,4,128,17
neutral,2017,10,15,6,20,4,98,17
neutral,2017,10,15,6,20,4,128,18
positive,2017,10,15,6,20,4,134,25
neutral,2017,10,15,6,20,4,125,19
neutral,2017,10,15,6,20,4,114,21
positive,2017,10,15,6,20,4,140,26
negative,2017,10,15,6,20,4,124,22
neutral,2017,10,15,6,20,4,132,24
neutral,2017,10,15,6,20,4,96,19
positive,2017,10,15,6,21,4,115,17
positive,2017,10,15,6,21,4,139,25
negative,2017,10,18,2,2,4,124,23
negative,2017,10,16,0,23,4,86,12
positive,2017,10,16,0,23,4,134,20
neutral,2017,10,16,0,23,4,126,23
positive,2017,10,16,0,23,4,103,20
neutral,2017,10,16,0,23,4,132,22
neutral,2017,10,17,1,0,4,91,12
neutral,2017,10,17,1,0,4,138,22
positive,2017,10,17,1,0,4,139,24
negative,2017,10,17,1,0,4,127,22
negative,2017,10,17,1,0,4,101,19
positive,2017,10,17,1,0,4,136,23
negative,2017,9,25,0,20,3,127,20
neutral,2017,10,17,1,1,4,164,27
neutral,2017,10,17,1,1,4,138,22
neutral,2017,10,17,1,1,4,114,22
neutral,2017,10,17,1,1,4,135,24
positive,2017,10,17,1,2,4,51,9
negative,2017,10,17,1,2,4,84,18
negative,2017,10,17,1,2,4,119,22
neutral,2017,10,17,1,2,4,140,26
neutral,2017,10,17,1,2,4,104,20
negative,2017,10,17,1,2,4,138,20
positive,2017,10,17,1,2,4,140,27
neutral,2017,10,17,1,2,4,98,18
negative,2017,10,17,1,2,4,111,21
negative,2017,10,17,1,2,4,116,21
neutral,2017,10,17,1,3,4,125,19
negative,2017,10,27,4,20,4,134,26
negative,2017,10,27,4,19,4,119,18
negative,2017,10,27,4,20,4,164,25
positive,2017,10,17,1,3,4,63,12
neutral,2017,10,17,1,8,4,134,28
neutral,2017,10,17,1,3,4,98,15
negative,2017,10,17,1,4,4,131,24
negative,2017,10,17,1,3,4,140,23
positive,2017,10,17,1,3,4,133,20
negative,2017,10,17,1,3,4,72,12
neutral,2017,10,17,1,18,4,95,13
negative,2017,10,17,1,5,4,134,27
negative,2017,10,17,1,4,4,66,11
negative,2017,10,17,1,5,4,92,15
positive,2017,10,17,1,5,4,113,19
neutral,2017,10,17,1,3,4,107,13
negative,2017,10,17,1,5,4,139,24
positive,2017,10,17,1,7,4,124,24
positive,2017,10,17,1,7,4,135,20
negative,2017,10,17,1,6,4,122,18
negative,2017,10,17,1,6,4,142,26
negative,2017,10,17,1,6,4,139,24
negative,2017,10,17,1,7,4,91,15
negative,2017,10,17,1,6,4,117,20
negative,2017,10,17,1,7,4,137,23
negative,2017,10,17,1,7,4,116,21
positive,2017,10,17,1,7,4,63,12
neutral,2017,10,17,1,6,4,87,15
negative,2017,10,17,1,7,4,128,19
neutral,2017,10,17,1,6,4,130,27
negative,2017,10,17,1,7,4,126,24
positive,2017,10,17,1,9,4,70,10
positive,2017,10,17,1,6,4,135,26
neutral,2017,10,17,1,8,4,108,18
negative,2017,10,17,1,8,4,122,20
negative,2017,10,17,1,8,4,147,23
negative,2017,10,17,1,9,4,69,9
positive,2017,7,2,6,14,3,138,24
negative,2017,10,17,1,9,4,127,17
positive,2017,10,17,1,9,4,127,20
negative,2017,10,17,1,10,4,134,26
neutral,2017,10,17,1,10,4,112,16
neutral,2017,10,17,1,10,4,124,19
neutral,2017,10,17,1,7,4,144,26
neutral,2017,10,17,1,11,4,123,19
neutral,2017,10,17,1,11,4,125,22
positive,2017,10,17,1,11,4,130,21
negative,2017,10,17,1,11,4,52,8
negative,2017,10,17,1,11,4,114,20
positive,2017,10,17,1,11,4,112,20
neutral,2017,10,17,1,11,4,60,8
negative,2017,10,17,1,7,4,139,26
neutral,2017,10,17,1,11,4,93,16
neutral,2017,10,17,1,12,4,79,15
neutral,2017,10,17,1,12,4,117,14
negative,2017,10,17,1,12,4,117,19
neutral,2017,10,17,1,12,4,135,26
positive,2017,10,17,1,12,4,136,25
negative,2017,10,17,1,13,4,163,25
negative,2017,10,17,1,13,4,103,19
neutral,2017,10,17,1,13,4,55,9
positive,2017,9,25,0,12,3,102,13
negative,2017,10,17,1,13,4,113,20
negative,2017,10,17,1,14,4,130,22
negative,2017,10,17,1,14,4,90,16
positive,2017,10,17,1,14,4,98,11
negative,2017,10,17,1,14,4,138,23
neutral,2017,10,17,1,14,4,114,20
negative,2017,10,17,1,14,4,169,32
neutral,2017,10,17,1,14,4,136,17
negative,2017,10,17,1,14,4,131,21
neutral,2017,10,17,1,15,4,71,8
neutral,2017,10,17,1,14,4,128,22
negative,2017,10,17,1,15,4,125,24
neutral,2017,10,17,1,15,4,123,23
positive,2017,10,17,1,15,4,122,22
neutral,2017,10,17,1,15,4,73,13
neutral,2017,10,17,1,15,4,91,11
neutral,2017,10,17,1,15,4,140,25
positive,2017,10,17,1,15,4,145,20
positive,2017,10,17,1,15,4,99,15
neutral,2017,10,17,1,15,4,106,21
positive,2017,10,17,1,15,4,136,22
neutral,2017,10,17,1,15,4,117,22
positive,2017,10,17,1,15,4,130,23
negative,2017,10,17,1,16,4,138,21
negative,2017,10,17,1,16,4,158,32
positive,2017,10,17,1,16,4,141,26
positive,2017,10,17,1,16,4,126,22
negative,2017,10,17,1,16,4,86,14
neutral,2017,10,17,1,16,4,44,3
negative,2017,10,17,1,15,4,152,26
neutral,2017,10,17,1,16,4,64,11
positive,2017,10,17,1,16,4,114,17
neutral,2017,10,17,1,17,4,51,11
neutral,2017,10,17,1,17,4,140,26
positive,2017,10,17,1,17,4,131,22
negative,2017,10,29,6,0,4,136,20
negative,2017,10,29,6,0,4,129,19
negative,2017,10,29,6,0,4,139,25
negative,2017,10,17,1,17,4,87,18
neutral,2017,10,17,1,17,4,58,12
negative,2017,10,17,1,17,4,127,22
positive,2017,10,17,1,17,4,95,15
negative,2017,10,17,1,17,4,82,13
neutral,2017,10,17,1,18,4,157,20
negative,2017,10,17,1,18,4,108,20
positive,2017,10,17,1,17,4,140,22
negative,2017,10,17,1,18,4,120,22
positive,2017,10,17,1,18,4,138,22
neutral,2017,10,17,1,18,4,125,20
negative,2017,10,17,1,18,4,133,22
negative,2017,10,17,1,18,4,108,18
positive,2017,10,17,1,18,4,138,28
neutral,2017,10,17,1,18,4,82,13
neutral,2017,10,17,1,18,4,99,18
neutral,2017,10,16,0,20,4,82,8
negative,2017,10,16,0,20,4,139,22
positive,2017,10,16,0,20,4,139,25
negative,2017,10,16,0,20,4,104,15
neutral,2017,10,16,0,20,4,118,21
negative,2017,10,16,0,20,4,132,22
negative,2017,10,16,0,20,4,139,26
negative,2017,10,16,0,20,4,63,10
negative,2017,10,16,0,20,4,143,26
positive,2017,10,16,0,20,4,139,27
negative,2017,10,16,0,21,4,140,26
positive,2017,10,16,0,21,4,105,17
positive,2017,10,16,0,22,4,141,23
negative,2017,10,16,0,22,4,136,19
negative,2017,10,16,0,22,4,139,22
positive,2017,10,16,0,22,4,132,21
neutral,2017,10,16,0,22,4,89,18
neutral,2017,10,18,2,5,4,134,23
neutral,2017,10,18,2,5,4,127,23
positive,2017,10,18,2,6,4,136,23
positive,2017,10,18,2,6,4,137,28
neutral,2017,10,18,2,6,4,86,16
negative,2017,10,18,2,5,4,127,25
negative,2017,10,18,2,7,4,131,25
negative,2017,10,18,2,6,4,138,27
positive,2017,10,18,2,6,4,113,17
neutral,2017,10,18,2,6,4,104,18
negative,2017,10,18,2,7,4,99,18
negative,2017,10,18,2,8,4,139,25
neutral,2017,10,18,2,8,4,118,13
positive,2017,10,18,2,9,4,140,27
positive,2017,10,18,2,7,4,173,34
negative,2017,10,18,2,8,4,138,19
positive,2017,10,18,2,8,4,162,31
positive,2017,10,18,2,8,4,139,25
negative,2017,10,18,2,8,4,68,12
negative,2017,10,18,2,9,4,104,16
negative,2017,10,18,2,9,4,141,19
neutral,2017,10,18,2,9,4,144,21
neutral,2017,10,18,2,9,4,128,26
neutral,2017,10,18,2,9,4,143,19
positive,2017,10,18,2,9,4,107,18
neutral,2017,10,18,2,9,4,131,26
neutral,2017,10,18,2,8,4,140,22
neutral,2017,10,18,2,9,4,138,26
negative,2017,10,18,2,10,4,130,25
positive,2017,10,18,2,9,4,139,25
negative,2017,10,18,2,9,4,140,23
negative,2017,10,18,2,9,4,133,22
negative,2017,10,18,2,9,4,121,21
negative,2017,10,18,2,10,4,107,19
positive,2017,10,18,2,10,4,139,24
neutral,2017,10,18,2,8,4,140,25
negative,2017,10,18,2,10,4,102,17
negative,2017,10,18,2,11,4,247,46
neutral,2017,10,17,1,18,4,141,19
neutral,2017,10,18,2,13,4,229,46
positive,2017,10,18,2,11,4,140,22
neutral,2017,10,18,2,12,4,87,13
positive,2017,10,18,2,12,4,132,22
negative,2017,10,18,2,13,4,120,22
neutral,2017,10,18,2,13,4,137,21
negative,2017,10,18,2,12,4,143,24
negative,2017,10,18,2,13,4,132,21
negative,2017,10,18,2,13,4,89,17
positive,2017,10,18,2,13,4,138,23
negative,2017,10,18,2,13,4,140,26
negative,2017,10,18,2,13,4,136,21
positive,2017,10,18,2,12,4,127,22
neutral,2017,10,18,2,13,4,98,20
neutral,2017,10,18,2,13,4,118,22
negative,2017,10,18,2,8,4,188,31
neutral,2017,10,18,2,13,4,128,23
negative,2017,10,18,2,13,4,272,49
negative,2017,10,18,2,14,4,125,21
positive,2017,10,18,2,10,4,108,21
neutral,2017,10,18,2,13,4,74,9
neutral,2017,10,18,2,14,4,39,3
neutral,2017,10,18,2,13,4,86,12
neutral,2017,10,18,2,13,4,139,21
neutral,2017,10,18,2,14,4,64,12
negative,2017,10,18,2,14,4,123,24
positive,2017,10,18,2,14,4,136,23
positive,2017,10,18,2,14,4,163,28
positive,2017,10,18,2,11,4,85,11
positive,2017,10,18,2,6,4,139,24
positive,2017,10,18,2,14,4,144,23
neutral,2017,10,18,2,8,4,105,17
negative,2017,10,18,2,14,4,140,23
positive,2017,10,18,2,14,4,136,24
positive,2017,10,18,2,14,4,90,16
negative,2017,10,18,2,14,4,91,16
negative,2017,10,18,2,14,4,69,10
negative,2017,10,18,2,13,4,139,26
positive,2017,10,18,2,15,4,79,12
positive,2017,10,18,2,15,4,130,21
negative,2017,10,18,2,14,4,115,24
neutral,2017,10,18,2,15,4,92,18
neutral,2017,10,18,2,15,4,137,26
negative,2017,10,18,2,15,4,56,8
neutral,2017,10,18,2,14,4,64,10
neutral,2017,10,18,2,15,4,58,8
neutral,2017,10,18,2,15,4,141,26
negative,2017,10,18,2,8,4,136,20
neutral,2017,10,18,2,15,4,118,19
neutral,2017,10,29,6,18,4,122,18
neutral,2017,10,29,6,18,4,140,26
positive,2017,10,18,2,16,4,133,24
neutral,2017,10,18,2,16,4,144,25
neutral,2017,10,18,2,15,4,83,15
positive,2017,10,18,2,15,4,109,16
negative,2017,10,18,2,15,4,94,15
neutral,2017,10,18,2,16,4,100,15
negative,2017,10,18,2,14,4,139,23
positive,2017,10,18,2,16,4,85,13
negative,2017,10,18,2,16,4,138,24
neutral,2017,10,18,2,16,4,112,18
negative,2017,10,18,2,16,4,144,21
negative,2017,10,18,2,16,4,137,25
neutral,2017,10,18,2,16,4,102,16
neutral,2017,10,18,2,16,4,154,19
neutral,2017,10,18,2,17,4,107,21
negative,2017,10,18,2,16,4,86,13
positive,2017,10,18,2,17,4,159,26
negative,2017,10,18,2,5,4,129,22
positive,2017,10,18,2,16,4,50,9
negative,2017,10,18,2,17,4,138,22
negative,2017,10,18,2,16,4,139,21
negative,2017,10,18,2,16,4,116,22
neutral,2017,10,18,2,16,4,84,14
neutral,2017,10,18,2,17,4,117,17
positive,2017,10,18,2,17,4,112,19
neutral,2017,10,18,2,17,4,139,22
negative,2017,10,18,2,17,4,120,23
negative,2017,10,18,2,15,4,137,26
neutral,2017,10,18,2,16,4,101,17
negative,2017,10,18,2,17,4,140,25
neutral,2017,10,18,2,17,4,129,25
positive,2017,10,18,2,17,4,121,23
neutral,2017,10,18,2,17,4,73,10
neutral,2017,10,18,2,16,4,128,22
negative,2017,10,18,2,17,4,142,21
positive,2017,10,18,2,17,4,136,24
neutral,2017,10,18,2,16,4,44,3
neutral,2017,10,18,2,17,4,130,23
negative,2017,10,18,2,17,4,131,25
neutral,2017,10,18,2,16,4,110,16
positive,2017,10,18,2,17,4,136,26
positive,2017,10,18,2,16,4,147,25
neutral,2017,10,18,2,16,4,60,6
negative,2017,10,18,2,18,4,136,23
neutral,2017,10,18,2,18,4,123,23
positive,2017,10,18,2,18,4,126,21
neutral,2017,10,18,2,18,4,139,25
neutral,2017,10,18,2,17,4,132,22
negative,2017,10,18,2,18,4,111,22
negative,2017,10,18,2,17,4,49,8
positive,2017,10,18,2,18,4,140,20
positive,2017,10,18,2,18,4,131,23
negative,2017,10,18,2,18,4,99,11
negative,2017,10,18,2,18,4,81,13
positive,2017,10,18,2,19,4,131,20
neutral,2017,10,17,1,19,4,54,8
negative,2017,10,17,1,19,4,134,27
negative,2017,10,17,1,19,4,127,23
neutral,2017,10,17,1,19,4,129,23
negative,2017,10,17,1,19,4,100,18
neutral,2017,10,17,1,19,4,55,6
negative,2017,10,17,1,19,4,139,28
negative,2017,10,17,1,19,4,85,13
negative,2017,10,17,1,19,4,105,20
negative,2017,10,17,1,20,4,136,25
neutral,2017,10,17,1,20,4,124,22
negative,2017,10,17,1,20,4,106,19
neutral,2017,10,17,1,20,4,124,23
positive,2017,10,17,1,20,4,93,15
neutral,2017,10,17,1,20,4,107,19
positive,2017,10,17,1,20,4,71,13
neutral,2017,10,17,1,20,4,72,12
negative,2017,10,17,1,21,4,100,16
negative,2017,10,17,1,21,4,91,14
negative,2017,10,17,1,21,4,138,20
neutral,2017,10,17,1,21,4,274,51
positive,2017,10,15,6,16,4,223,42
positive,2017,10,17,1,21,4,140,21
neutral,2017,10,17,1,21,4,143,21
negative,2017,10,17,1,21,4,58,10
negative,2017,10,17,1,21,4,126,25
negative,2017,10,17,1,21,4,108,17
neutral,2017,10,17,1,22,4,64,9
positive,2017,10,17,1,22,4,137,22
negative,2017,10,17,1,22,4,107,21
negative,2017,10,17,1,22,4,131,18
negative,2017,10,17,1,22,4,140,27
positive,2017,10,17,1,22,4,98,15
negative,2017,10,17,1,22,4,37,6
positive,2017,10,17,1,22,4,140,27
neutral,2017,10,17,1,22,4,33,6
negative,2017,10,17,1,23,4,120,22
negative,2017,10,17,1,22,4,139,22
positive,2017,10,17,1,23,4,99,15
neutral,2017,10,17,1,23,4,133,23
positive,2017,10,17,1,23,4,144,23
neutral,2017,10,17,1,23,4,66,7
positive,2017,10,18,2,0,4,90,14
positive,2017,10,18,2,0,4,136,27
neutral,2017,10,18,2,0,4,41,6
positive,2017,10,18,2,0,4,110,20
neutral,2017,10,18,2,0,4,82,12
positive,2017,10,18,2,1,4,131,17
negative,2017,10,18,2,0,4,140,24
negative,2017,10,18,2,0,4,137,25
positive,2017,10,18,2,1,4,140,25
negative,2017,10,18,2,1,4,138,25
negative,2017,10,18,2,1,4,140,23
neutral,2017,10,18,2,1,4,131,23
neutral,2017,10,18,2,1,4,123,25
neutral,2017,10,18,2,1,4,76,11
neutral,2017,10,18,2,2,4,105,15
negative,2017,10,18,2,2,4,125,21
negative,2017,10,18,2,2,4,93,16
negative,2017,10,18,2,2,4,79,14
negative,2017,10,18,2,3,4,119,22
neutral,2017,10,18,2,3,4,85,16
positive,2017,10,18,2,3,4,121,20
positive,2017,10,18,2,8,4,143,27
neutral,2017,10,29,6,22,4,138,27
positive,2017,10,18,2,3,4,83,15
neutral,2017,10,18,2,3,4,140,22
positive,2017,10,18,2,4,4,59,9
positive,2017,10,18,2,3,4,138,26
negative,2017,10,18,2,3,4,78,13
positive,2017,10,18,2,9,4,117,16
negative,2017,10,18,2,5,4,174,28
neutral,2017,10,18,2,4,4,131,25
negative,2017,10,18,2,4,4,138,24
positive,2017,10,18,2,4,4,135,25
negative,2017,10,18,2,4,4,81,13
negative,2017,10,18,2,5,4,119,20
negative,2017,10,18,2,4,4,87,16
negative,2017,10,18,2,4,4,140,26
positive,2017,10,26,3,21,4,139,25
neutral,2017,10,26,3,20,4,154,23
neutral,2017,10,18,2,5,4,139,21
neutral,2017,10,18,2,5,4,131,20
positive,2017,10,18,2,5,4,117,19
neutral,2017,10,18,2,5,4,44,3
negative,2017,10,18,2,5,4,138,21
positive,2017,10,18,2,5,4,125,23
negative,2017,10,29,6,20,4,273,52
neutral,2017,10,26,3,21,4,60,9
neutral,2017,10,18,2,4,4,72,10
positive,2017,10,19,3,17,4,140,24
neutral,2017,10,19,3,17,4,85,14
neutral,2017,10,19,3,18,4,64,12
neutral,2017,10,19,3,18,4,115,19
neutral,2017,10,19,3,18,4,41,3
neutral,2017,10,19,3,18,4,128,21
negative,2017,10,19,3,18,4,120,24
neutral,2017,10,19,3,18,4,133,25
neutral,2017,10,19,3,18,4,79,15
neutral,2017,10,19,3,18,4,162,22
neutral,2017,10,19,3,18,4,78,11
negative,2017,10,19,3,18,4,126,20
negative,2017,10,19,3,18,4,112,23
negative,2017,10,19,3,18,4,113,22
positive,2017,10,19,3,17,4,83,15
positive,2017,10,19,3,17,4,78,11
negative,2017,10,19,3,18,4,132,21
neutral,2017,10,19,3,18,4,104,19
neutral,2017,10,19,3,18,4,76,12
negative,2017,10,19,3,17,4,107,19
negative,2017,10,19,3,18,4,140,31
negative,2017,10,19,3,18,4,139,24
positive,2017,10,19,3,19,4,123,21
negative,2017,10,19,3,18,4,140,23
positive,2017,10,19,3,17,4,136,27
positive,2017,10,19,3,19,4,140,27
positive,2017,10,19,3,18,4,137,22
neutral,2017,10,19,3,19,4,95,14
negative,2017,10,19,3,18,4,124,18
neutral,2017,10,19,3,19,4,132,21
positive,2017,10,19,3,19,4,140,22
neutral,2017,10,19,3,19,4,133,23
positive,2017,10,19,3,19,4,119,22
neutral,2017,10,19,3,19,4,120,20
negative,2017,10,19,3,19,4,101,15
neutral,2017,10,19,3,19,4,85,15
neutral,2017,10,19,3,19,4,151,21
neutral,2017,10,19,3,17,4,104,19
positive,2017,10,19,3,20,4,175,34
neutral,2017,10,19,3,19,4,156,24
negative,2017,10,19,3,20,4,91,10
neutral,2017,10,19,3,20,4,40,6
positive,2017,10,19,3,20,4,114,23
neutral,2017,10,19,3,20,4,100,14
negative,2017,10,19,3,20,4,142,29
neutral,2017,10,19,3,20,4,105,18
negative,2017,10,19,3,20,4,116,21
negative,2017,10,19,3,19,4,88,15
positive,2017,10,19,3,17,4,98,14
neutral,2017,10,18,2,18,4,82,12
negative,2017,10,18,2,19,4,141,27
neutral,2017,10,18,2,19,4,120,17
positive,2017,10,18,2,19,4,140,23
positive,2017,10,18,2,19,4,90,16
negative,2017,10,18,2,19,4,132,25
positive,2017,10,18,2,19,4,122,19
negative,2017,10,18,2,19,4,140,25
negative,2017,10,18,2,18,4,139,23
negative,2017,10,18,2,19,4,136,26
neutral,2017,10,18,2,19,4,114,18
neutral,2017,10,18,2,19,4,131,20
positive,2017,10,18,2,19,4,105,17
positive,2017,10,18,2,19,4,101,15
negative,2017,10,18,2,19,4,115,18
neutral,2017,10,18,2,19,4,139,25
neutral,2017,10,18,2,20,4,97,17
negative,2017,10,18,2,20,4,139,22
positive,2017,10,18,2,20,4,86,14
neutral,2017,10,18,2,20,4,120,14
positive,2017,10,18,2,20,4,140,25
negative,2017,10,18,2,20,4,64,12
neutral,2017,10,18,2,19,4,126,23
neutral,2017,10,18,2,20,4,137,20
neutral,2017,10,18,2,19,4,78,14
neutral,2017,10,18,2,20,4,47,6
negative,2017,10,18,2,20,4,76,15
neutral,2017,10,18,2,20,4,56,8
neutral,2017,10,18,2,20,4,91,14
neutral,2017,10,18,2,20,4,140,24
positive,2017,10,18,2,20,4,90,15
negative,2017,10,18,2,20,4,110,19
neutral,2017,10,18,2,20,4,119,23
positive,2017,10,18,2,20,4,133,24
neutral,2017,10,18,2,19,4,143,26
positive,2017,10,18,2,21,4,137,20
negative,2017,10,18,2,20,4,152,22
negative,2017,10,18,2,21,4,62,10
neutral,2017,10,18,2,17,4,139,27
neutral,2017,10,18,2,21,4,134,26
negative,2017,10,18,2,21,4,137,26
negative,2017,10,18,2,21,4,109,23
positive,2017,10,18,2,21,4,135,19
neutral,2017,10,18,2,21,4,47,4
negative,2017,10,18,2,21,4,136,26
negative,2017,10,18,2,21,4,158,19
neutral,2017,10,18,2,21,4,135,26
negative,2017,10,18,2,21,4,137,27
negative,2017,10,18,2,21,4,140,25
negative,2017,10,18,2,21,4,140,25
positive,2017,10,18,2,21,4,139,28
neutral,2017,10,29,6,0,4,31,5
negative,2017,10,29,6,0,4,140,24
negative,2017,10,22,6,17,4,125,22
negative,2017,10,18,2,21,4,85,13
neutral,2017,10,18,2,22,4,56,10
neutral,2017,10,18,2,20,4,134,18
positive,2017,10,18,2,22,4,108,17
positive,2017,10,18,2,21,4,139,26
neutral,2017,10,3,1,18,4,128,22
negative,2017,10,18,2,22,4,136,21
neutral,2017,10,18,2,21,4,135,28
positive,2017,10,18,2,22,4,168,25
neutral,2017,10,18,2,22,4,61,10
neutral,2017,10,18,2,22,4,41,3
neutral,2017,10,18,2,22,4,140,25
negative,2017,10,18,2,22,4,103,16
neutral,2017,10,18,2,23,4,129,23
negative,2017,10,18,2,22,4,143,24
positive,2017,10,18,2,23,4,87,15
negative,2017,10,18,2,23,4,139,21
neutral,2017,10,18,2,23,4,95,14
positive,2017,10,18,2,23,4,140,25
negative,2017,10,18,2,22,4,138,24
neutral,2017,10,18,2,19,4,39,3
negative,2017,10,18,2,16,4,102,17
